question,ground_truth,namespace
"What are the DSM-5-TR features of gender dysphoria in adults?","Gender dysphoria in adults is characterized by marked incongruence between one's experienced or expressed gender and assigned gender, lasting at least six months and manifested by at least two of six features including marked incongruence between experienced gender and primary or secondary sex characteristics, strong desire to be rid of or prevent development of primary or secondary sex characteristics, strong desire for the sex characteristics of the other gender, strong desire to be of another gender, strong desire to be treated as another gender, and strong conviction that one has the typical feelings and reactions of another gender. The condition must be associated with clinically significant distress or impairment. The emphasis on distress acknowledges that gender nonconformity itself is not a disorder.","diagnosis_knowledge"
"What is the presentation of pathological grief or prolonged grief disorder in DSM-5-TR?","Prolonged grief disorder is a new addition to DSM-5-TR requiring that the bereaved person has experienced the death of someone close to them and that since the death which occurred at least twelve months ago in adults, the person has experienced intense yearning or longing for the deceased or preoccupation with thoughts or memories of the deceased. Additionally, at least three of eight grief-related symptoms must be present including identity disruption, marked sense of disbelief, avoidance of reminders, intense emotional pain, difficulty engaging in life, emotional numbness, feeling life is meaningless, and intense loneliness. Symptoms must be clearly in excess of expected social or cultural norms and must cause significant functional impairment.","diagnosis_knowledge"
"What is the clinical presentation of disinhibited social engagement disorder?","Disinhibited social engagement disorder presents in children with a pattern of behavior in which the child actively approaches and interacts with unfamiliar adults, exhibiting at least two of four behaviors: reduced or absent reticence in approaching and interacting with unfamiliar adults, overly familiar verbal or physical behavior inconsistent with culturally sanctioned norms, diminished or absent checking back with adult caregiver after venturing away, and willingness to go off with an unfamiliar adult with minimal or no hesitation. The behaviors must not be limited to impulsivity but must reflect culturally inappropriate social behavior. Unlike reactive attachment disorder which involves inhibited attachment behavior, DSED involves indiscriminate sociability. Both result from extremes of insufficient care and pathological caregiving environments.","diagnosis_knowledge"
"What is the clinical presentation of illness anxiety disorder?","Illness anxiety disorder is characterized by preoccupation with having or acquiring a serious undiagnosed illness with high illness anxiety and the individual being easily alarmed about personal health status. Somatic symptoms are not present or if present are only mild in intensity, and the preoccupation is not better explained by somatic symptom disorder. The preoccupation is not better explained by a comorbid anxiety disorder. The individual performs excessive health-related behaviors such as repeatedly checking the body for signs of illness or seeking repeated medical consultations, or maladaptively avoids medical appointments due to fear of diagnosis. The preoccupation persists despite appropriate medical evaluation and reassurance. Two specifiers denote care-seeking versus care-avoidant types based on the individual's medical utilization pattern.","diagnosis_knowledge"
"What is the first-line pharmacological treatment for major depressive disorder?","First-line pharmacological treatment for major depressive disorder consists of selective serotonin reuptake inhibitors due to their established efficacy, favorable tolerability, and relative safety in overdose compared to older antidepressants. Commonly used SSRIs include sertraline, escitalopram, fluoxetine, and citalopram. Sertraline and escitalopram have the most favorable efficacy and tolerability evidence across meta-analyses. SNRIs including venlafaxine and duloxetine are also first-line options, particularly when comorbid anxiety, pain, or predominant physical symptoms are present. The choice of agent should be guided by the patient's symptom profile, tolerability preferences, prior treatment response, drug interactions, and cost. An adequate trial requires a minimum of four to six weeks at therapeutic dose before switching or augmenting.","medication_knowledge"
"What are the side effects of selective serotonin reuptake inhibitors that patients should be counseled about?","Common side effects of SSRIs that patients should be counseled about include gastrointestinal effects such as nausea, diarrhea, and dyspepsia which are often transient and improved by taking medication with food, sexual dysfunction including reduced libido, delayed ejaculation, and anorgasmia which may persist throughout treatment, sleep disturbance with either insomnia or somnolence, headache, sweating, and activation symptoms including agitation and anxiety particularly at initiation. Important safety concerns include increased risk of suicidal ideation and behavior in children, adolescents, and young adults up to age twenty-four particularly in early treatment. Serotonin syndrome risk increases with concomitant use of other serotonergic agents. QTc prolongation is a concern particularly with citalopram and escitalopram at higher doses.","medication_knowledge"
"What is the mechanism of action of SSRIs and how does it relate to their antidepressant effect?","Selective serotonin reuptake inhibitors inhibit the serotonin transporter protein on presynaptic terminals, blocking reuptake of serotonin from the synaptic cleft back into the presynaptic neuron. This results in increased synaptic serotonin concentrations and enhanced serotonergic neurotransmission. The initial increase in synaptic serotonin also stimulates presynaptic somatodendritic autoreceptors causing compensatory reduction in serotonin neuron firing. With continued treatment over two to four weeks, these autoreceptors desensitize allowing sustained increase in serotonergic transmission. This delayed desensitization process is believed to account for the clinical lag of two to four weeks before antidepressant effects become apparent despite immediate pharmacological action on the transporter.","medication_knowledge"
"A 45-year-old woman with major depressive disorder has failed to respond to adequate trials of two SSRIs at therapeutic doses. What are the next management options?","For treatment-resistant depression defined as failure of at least two adequate antidepressant trials, management options include switching to an antidepressant of a different class such as an SNRI, tricyclic antidepressant, or mirtazapine, augmenting the current antidepressant with lithium which has the strongest evidence for augmentation, second-generation antipsychotics including quetiapine, aripiprazole, or olanzapine combined with fluoxetine, or adding an atypical antidepressant such as bupropion or mirtazapine. Thyroid augmentation with liothyronine is an evidence-based option. Electroconvulsive therapy should be considered and discussed particularly for severe, psychotic, or high-risk cases as it has the highest response rates of any treatment for depression. Esketamine nasal spray is a newer licensed option for treatment-resistant depression.","medication_knowledge"
"What is the mechanism of action of lithium and what conditions is it used for?","Lithium is a monovalent cation whose exact mechanism of action is incompletely understood but involves inhibition of inositol monophosphatase disrupting the phosphatidylinositol signaling cascade, inhibition of glycogen synthase kinase-3 beta promoting neuroprotective effects, and modulation of multiple neurotransmitter systems including serotonin and dopamine. It is licensed for the treatment and prophylaxis of bipolar disorder including acute mania, bipolar depression, and long-term mood stabilization, as augmentation for treatment-resistant unipolar depression, and has specific antisuicidal properties with evidence for reducing suicide risk independent of mood stabilization. Lithium has a narrow therapeutic index requiring regular plasma level monitoring with target levels of 0.6 to 1.0 mEq per liter for maintenance.","medication_knowledge"
"What are the side effects and toxicity signs of lithium?","Common dose-related side effects of lithium include fine hand tremor, polyuria and polydipsia due to nephrogenic diabetes insipidus, weight gain, hypothyroidism, cognitive dulling, acne, and gastrointestinal effects including nausea and diarrhea. Long-term effects include renal impairment from chronic tubular damage and hyperparathyroidism. Lithium toxicity occurs when plasma levels exceed 1.5 mEq per liter and presents with coarse tremor, ataxia, dysarthria, confusion, nausea and vomiting, and muscle twitching. Severe toxicity above 2.0 mEq per liter causes seizures, cardiovascular arrhythmias, coma, and can be fatal. Risk factors for toxicity include sodium depletion, dehydration, NSAIDs, ACE inhibitors, and thiazide diuretics which reduce lithium clearance. Regular thyroid and renal function monitoring is mandatory.","medication_knowledge"
"What is the first-line treatment for acute mania?","First-line treatment for acute mania includes mood stabilizers such as lithium and valproate and second-generation antipsychotics including olanzapine, risperidone, quetiapine, aripiprazole, and asenapine, all with established efficacy evidence from randomized controlled trials. Combination of a mood stabilizer with an antipsychotic is frequently more effective than monotherapy for severe mania. Benzodiazepines such as lorazepam are used adjunctively for acute sedation and behavioral control. Antidepressants should be discontinued if possible during manic episodes as they may prolong or worsen the episode. The Maudsley guidelines recommend that the choice between agents be guided by the patient's prior treatment response, tolerability, and individual risk factors including metabolic syndrome risk with olanzapine.","medication_knowledge"
"What are the monitoring requirements for valproate use in psychiatry?","Valproate monitoring in psychiatry includes baseline and ongoing assessment of liver function tests as hepatotoxicity, though rare, can be severe particularly in children under two years. Full blood count including platelet count should be monitored due to thrombocytopenia risk. Valproate plasma levels are measured with therapeutic ranges of 50 to 100 mg per liter for epilepsy, though the therapeutic range in bipolar disorder is less clearly defined. Weight and metabolic parameters should be monitored given its propensity for weight gain. Crucially, valproate is highly teratogenic causing neural tube defects, developmental delay, and fetal valproate syndrome and is absolutely contraindicated in females of childbearing potential without adequate contraception. Polycystic ovary syndrome is associated with valproate use in young women.","medication_knowledge"
"What are the first-line treatments for panic disorder?","First-line treatments for panic disorder include SSRIs and SNRIs, which are the evidence-based pharmacological treatments of choice, with sertraline, escitalopram, paroxetine, venlafaxine, and clomipramine having the strongest evidence base. Cognitive behavioral therapy focusing on exposure to interoceptive and external triggers and cognitive restructuring of catastrophic misinterpretations of bodily sensations has equivalent long-term efficacy to pharmacotherapy and superior durability. The combination of pharmacotherapy and CBT may be more effective than either alone. Benzodiazepines provide rapid symptom relief but are not recommended as first-line due to dependence risk, cognitive side effects, and lack of efficacy for underlying disorder. If used they should be limited to short-term adjunctive use while waiting for SSRIs to take effect.","medication_knowledge"
"What is the pharmacological management of generalized anxiety disorder?","First-line pharmacological treatment for generalized anxiety disorder consists of SSRIs and SNRIs with the strongest evidence for escitalopram, paroxetine, sertraline, venlafaxine, and duloxetine. An adequate trial requires six to eight weeks at therapeutic doses. Buspirone is a non-benzodiazepine anxiolytic acting as a partial agonist at serotonin 5-HT1A receptors with modest efficacy and no dependence risk, though it has a slow onset requiring weeks for effect. Pregabalin is licensed for GAD and has evidence for rapid onset of anxiolytic action, reduced sleep disturbance, and good tolerability. Benzodiazepines are not recommended for long-term GAD management due to dependence and cognitive side effects but may be used short-term for acute anxiety relief. Cognitive behavioral therapy is recommended alongside pharmacotherapy.","medication_knowledge"
"What are the indications and side effects of quetiapine?","Quetiapine is a second-generation antipsychotic with licensed indications including schizophrenia, acute and mixed manic episodes in bipolar disorder, the prevention of recurrence in bipolar disorder, and major depressive disorder as adjunctive treatment. It is also widely used off-label for sleep disorders, anxiety, and PTSD though evidence is limited for these uses. Side effects include sedation which can be significant particularly at lower doses due to antihistaminergic properties, weight gain and metabolic effects including dyslipidemia and impaired glucose tolerance, orthostatic hypotension, QTc prolongation, dry mouth, and constipation. Extrapyramidal side effects and tardive dyskinesia risk are lower than with first-generation antipsychotics. Cataracts have been reported with long-term use, prompting recommendations for baseline and periodic eye examinations.","medication_knowledge"
"What are the extrapyramidal side effects of first-generation antipsychotics and how are they managed?","Extrapyramidal side effects of first-generation antipsychotics include acute dystonia, which is involuntary sustained muscle contraction often affecting the neck, jaw, or eyes, occurring within hours to days of initiation or dose increase and managed with anticholinergics such as procyclidine or benztropine intramuscularly or intravenously for acute episodes. Akathisia is a subjective sense of restlessness with inability to remain still, often misidentified as agitation, managed with dose reduction, beta-blockers such as propranolol, or low-dose benzodiazepines. Drug-induced parkinsonism presents with tremor, rigidity, and bradykinesia, managed with anticholinergics or dose reduction. Tardive dyskinesia involves involuntary repetitive movements typically of the face and mouth appearing after months or years of treatment and may be irreversible; management includes dose reduction, switching to clozapine or quetiapine, and VMAT2 inhibitors including valbenazine or tetrabenazine.","medication_knowledge"
"What is clozapine and when is it indicated?","Clozapine is a second-generation antipsychotic with unique pharmacology including antagonism at multiple dopamine, serotonin, muscarinic, histaminergic, and adrenergic receptors. It is the only antipsychotic with superior efficacy demonstrated in treatment-resistant schizophrenia, defined as failure of adequate trials of at least two antipsychotics including one second-generation agent. It is also indicated for reducing suicidal behavior in patients with schizophrenia or schizoaffective disorder. Its use is limited by the risk of agranulocytosis occurring in approximately 1 percent of patients, requiring mandatory regular white blood cell and absolute neutrophil count monitoring through a national registry. Other significant side effects include metabolic syndrome, myocarditis, hypersalivation, seizures, sedation, and constipation including potentially fatal paralytic ileus.","medication_knowledge"
"A patient with schizophrenia on clozapine develops a fever and neutrophil count drops to 1.4 x 10^9 per liter. What is the appropriate management?","A neutrophil count between 1.0 and 1.5 x 10^9 per liter constitutes neutropenia classified as an amber level under the clozapine monitoring protocol requiring increased monitoring frequency and clinical assessment. Clozapine must be withheld immediately when the absolute neutrophil count falls below 1.0 x 10^9 per liter, which is classified as agranulocytosis and constitutes a medical emergency. The treating clinician must immediately notify the clozapine monitoring service and the manufacturer. Supportive care including isolation, treatment of infection, and haematological review is required. Rechallenge with clozapine is generally contraindicated following agranulocytosis due to the risk of recurrence. Alternative antipsychotics with the lowest EPS risk should be used.","medication_knowledge"
"What is the mechanism of action of benzodiazepines and what are the clinical risks of long-term use?","Benzodiazepines act as positive allosteric modulators of the GABA-A receptor, enhancing the effect of endogenous GABA by increasing the frequency of chloride ion channel opening in response to GABA binding, resulting in hyperpolarization of the neuronal membrane and reduced neuronal excitability. This produces anxiolytic, sedative, hypnotic, anticonvulsant, and muscle relaxant effects. Risks of long-term use include physical dependence with characteristic withdrawal syndrome on abrupt cessation including rebound anxiety, insomnia, tremor, sweating, and seizures, cognitive impairment particularly in older adults with increased dementia risk, psychomotor impairment increasing fall and accident risk, tolerance requiring escalating doses, and paradoxical disinhibition in some patients. Gradual dose reduction is required when discontinuing after regular use.","medication_knowledge"
"What is the pharmacological management of alcohol withdrawal?","Pharmacological management of alcohol withdrawal is primarily based on benzodiazepines, which cross-react with alcohol at the GABA-A receptor providing sedation and preventing the neurological and cardiovascular complications of withdrawal including seizures and delirium tremens. Fixed schedule or symptom-triggered regimens using diazepam or chlordiazepoxide are recommended, with dose guided by Clinical Institute Withdrawal Assessment for Alcohol score. Symptom-triggered regimens reduce total benzodiazepine dose and duration. Adjunctive thiamine supplementation must be given intravenously before glucose in at-risk patients to prevent Wernicke's encephalopathy. High-dose IV thiamine is recommended in patients with signs of Wernicke's. Carbamazepine is an alternative for mild to moderate withdrawal in patients without seizure history. Clonidine manages autonomic symptoms.","medication_knowledge"
"What is the role of naltrexone in alcohol use disorder treatment?","Naltrexone is an opioid receptor antagonist licensed for the treatment of alcohol use disorder that reduces alcohol craving and the rewarding effects of alcohol by blocking endogenous opioid activity in the mesolimbic reward system which is activated by alcohol consumption. It reduces relapse to heavy drinking and increases the number of abstinent days. It can be administered orally at 50 mg daily or as a monthly extended-release injectable formulation which improves adherence. It is contraindicated in patients using opioid analgesia, in acute hepatitis, liver failure, and in patients with positive urine opioid screens. Acamprosate is an alternative mechanism agent reducing glutamatergic excitability associated with protracted abstinence syndrome, suitable for patients who have already achieved abstinence and without liver disease. Disulfiram is reserved for highly motivated patients with robust social support.","medication_knowledge"
"What are the pharmacological treatments for opioid use disorder?","Pharmacological treatments for opioid use disorder include opioid agonist therapy and antagonist therapy. Methadone is a full opioid agonist with long half-life administered daily under supervised consumption, reducing illicit opioid use, criminal activity, overdose deaths, and HIV transmission. Buprenorphine, a partial opioid agonist with high receptor affinity, is used alone or combined with naloxone in the sublingual combination tablet Suboxone to deter parenteral misuse. Buprenorphine has a ceiling effect on respiratory depression making it safer in overdose. Extended-release naltrexone administered monthly is effective for highly motivated patients detoxified from opioids but requires complete opioid abstinence for at least seven to ten days before initiation to avoid precipitating withdrawal. All pharmacological treatments should be accompanied by psychosocial support.","medication_knowledge"
"What are the indications for electroconvulsive therapy?","Electroconvulsive therapy is indicated as a primary treatment for severe major depressive disorder with high suicide risk, psychotic features, severe psychomotor retardation, food or fluid refusal, or where rapid response is clinically necessary. It is indicated for treatment-resistant depression following failure of adequate pharmacological trials, for catatonia particularly when benzodiazepines have failed, for severe manic episodes refractory to pharmacotherapy, for treatment-resistant schizophrenia particularly with catatonic or affective features, and for neuroleptic malignant syndrome. It is one of the most effective treatments in psychiatry with response rates of 70 to 90 percent in severe depression. Relative contraindications include recent myocardial infarction, raised intracranial pressure, space-occupying cerebral lesion, and recent cerebrovascular accident. There are no absolute contraindications.","medication_knowledge"
"What are the cognitive side effects of electroconvulsive therapy and how are they managed?","Cognitive side effects of ECT include acute disorientation occurring immediately post-ictal and resolving within 30 to 60 minutes, anterograde amnesia occurring during the course of treatment and typically resolving within weeks of treatment completion, and retrograde amnesia particularly for autobiographical events surrounding the treatment period. Retrograde amnesia can persist for months or be permanent in some patients. Strategies to minimize cognitive side effects include using right unilateral electrode placement rather than bilateral placement which reduces cognitive impairment while maintaining efficacy at higher stimulus doses, using ultrabrief pulse width rather than brief pulse stimulation, minimizing total number of treatments consistent with achieving remission, and extending inter-session intervals to three times weekly or twice weekly. Informed consent must include discussion of cognitive risks.","medication_knowledge"
"What is the mechanism of action of mirtazapine and its clinical uses?","Mirtazapine is a noradrenergic and specific serotonergic antidepressant that acts by antagonizing presynaptic alpha-2 adrenergic autoreceptors and heteroreceptors, increasing release of noradrenaline and serotonin, while also blocking postsynaptic 5-HT2 and 5-HT3 receptors, directing serotonergic transmission selectively toward 5-HT1A receptors and reducing gastrointestinal side effects and sexual dysfunction. Its strong antihistaminergic properties produce sedation useful in depression with prominent insomnia and agitation. Weight gain and increased appetite make it useful in depressed patients with significant weight loss and poor appetite. It has a rapid onset of sedation and may have a faster onset of antidepressant action than SSRIs in some patients. It is an alternative in patients intolerant of SSRI sexual side effects or gastrointestinal adverse effects.","medication_knowledge"
"What is venlafaxine and in what conditions is it used?","Venlafaxine is a serotonin-noradrenaline reuptake inhibitor that inhibits the reuptake of both serotonin and noradrenaline in a dose-dependent manner, with predominantly serotonergic activity at lower doses and increasing noradrenergic activity at doses above 150 mg per day. It is licensed for major depressive disorder, generalized anxiety disorder, social anxiety disorder, and panic disorder. Its dual mechanism may provide advantages in patients with prominent anxiety, pain, fatigue, or concentration difficulties. Side effects include nausea, headache, sweating, sexual dysfunction, blood pressure elevation particularly at higher doses, and a discontinuation syndrome on abrupt cessation that can be severe. It requires gradual tapering on discontinuation. It is associated with dose-dependent increases in diastolic blood pressure and should be used cautiously in hypertensive patients.","medication_knowledge"
"What are the pharmacological options for treatment-resistant schizophrenia?","Treatment-resistant schizophrenia, defined as inadequate response to at least two adequate antipsychotic trials, requires consideration of clozapine as the only antipsychotic with superior evidence in this population. Before concluding treatment resistance, plasma level monitoring should be performed to confirm adequate drug exposure and exclude non-adherence. Clozapine augmentation strategies for partial responders include addition of amisulpride, sodium valproate, or lamotrigine, though evidence is limited. ECT has evidence for augmenting clozapine in refractory positive symptoms. Long-acting injectable antipsychotics improve adherence and may reveal true treatment resistance in patients with covert non-adherence. Cognitive remediation and intensive psychosocial rehabilitation are important adjuncts regardless of medication response.","medication_knowledge"
"What is the management of neuroleptic malignant syndrome?","Neuroleptic malignant syndrome is a life-threatening idiosyncratic reaction to antipsychotic medications characterized by hyperthermia, muscular rigidity, altered consciousness, and autonomic instability. Immediate management requires discontinuation of all antipsychotic medications and causative agents, supportive care with intravenous hydration, cooling measures, and monitoring of renal function and creatine kinase given the risk of rhabdomyolysis and acute kidney injury. Pharmacological treatment includes dantrolene, a muscle relaxant that reduces rigidity and hyperthermia, and bromocriptine or amantadine, dopamine agonists that counteract dopaminergic blockade. Benzodiazepines are used for agitation and muscle spasm. ECT is used for severe refractory cases. Reintroduction of antipsychotics should be delayed for at least two weeks after full recovery and must be done cautiously with close monitoring.","medication_knowledge"
"What is the appropriate management of acute agitation in a psychiatric emergency?","Management of acute agitation in psychiatric emergencies follows a stepwise de-escalation approach starting with verbal de-escalation in a calm low-stimulation environment using clear communication to address the patient's distress. If verbal strategies are insufficient, pharmacological intervention is indicated. Oral options including lorazepam, haloperidol, or olanzapine should be offered before parenteral administration. Intramuscular haloperidol combined with lorazepam is the most widely used combination for rapid tranquilization. Intramuscular olanzapine provides effective rapid tranquilization but should not be administered within one hour of intramuscular benzodiazepines due to the risk of cardiorespiratory depression. Droperidol is an alternative with rapid onset. Monitoring of respiratory rate, blood pressure, oxygen saturation, and consciousness level is mandatory after parenteral administration. Resuscitation facilities must be available.","medication_knowledge"
"What are the principles of rapid tranquilization in inpatient psychiatry?","Rapid tranquilization is the use of parenteral medication to calm a severely agitated patient who poses a risk to themselves or others when verbal de-escalation has failed. Principles include using the lowest effective dose, offering oral medication before parenteral wherever possible, monitoring the patient after administration for respiratory depression and cardiovascular compromise, having resuscitation equipment including flumazenil and naloxone available, documenting decision-making and monitoring clearly, and reviewing the risk-benefit of the chosen medication in the context of the individual patient's medical history and current medications. The aim is calming and sedation sufficient to allow assessment rather than unconsciousness. Post-event debrief and review of antecedents are essential for risk management planning.","medication_knowledge"
"What is the pharmacological treatment of PTSD?","First-line pharmacological treatment for PTSD according to guidelines includes SSRIs, specifically sertraline and paroxetine, which are the only agents with regulatory approval for PTSD treatment, and SNRIs particularly venlafaxine. These reduce the severity of all three PTSD symptom clusters including reexperiencing, avoidance, and hyperarousal. Adequate trials require at least eight to twelve weeks at therapeutic doses. Prazosin, an alpha-1 adrenergic antagonist, has evidence for reducing PTSD-related nightmares and disturbed sleep. Antipsychotics including risperidone have limited evidence as adjuncts. Benzodiazepines are not recommended as they may impair fear extinction and worsen outcomes. Trauma-focused cognitive behavioral therapy including prolonged exposure and EMDR are the psychological treatments of choice and should be integrated with pharmacotherapy where available.","medication_knowledge"
"What are the principles of prescribing antidepressants in bipolar depression?","Prescribing antidepressants in bipolar depression requires careful consideration due to the risk of precipitating mood switching to mania or hypomania, inducing mixed states, and accelerating rapid cycling. Current evidence and guidelines including the Maudsley guidelines recommend that antidepressant monotherapy should be avoided in bipolar depression and that mood stabilizers or second-generation antipsychotics with evidence in bipolar depression should be first-line. Quetiapine has the strongest evidence for bipolar depression. Lithium and valproate have evidence as adjunctive agents. When antidepressants are used they should be combined with a mood stabilizer and SSRIs or bupropion are preferred over TCAs and SNRIs which carry higher switching risk. The duration of antidepressant treatment in bipolar depression should be limited to minimize prolonged exposure risk.","medication_knowledge"
"What is the management of depression in pregnancy?","Management of depression in pregnancy requires individualizing risk-benefit analysis comparing risks of untreated depression versus medication exposure to the fetus. Untreated depression carries risks including poor prenatal nutrition, substance use, self-harm, and impaired maternal-fetal bonding. For mild to moderate depression, psychological interventions including cognitive behavioral therapy are first-line. For moderate to severe depression where psychotherapy is insufficient, antidepressants are appropriate. SSRIs are the most studied in pregnancy. Sertraline has the most safety data. Paroxetine is associated with cardiac defects and should be avoided in the first trimester. Venlafaxine and sertraline are generally considered relatively safe. Risks including neonatal adaptation syndrome with SSRI exposure in the third trimester, involving transient neonatal symptoms, should be discussed with parents. Regular multidisciplinary review is required.","medication_knowledge"
"What is the management of serotonin syndrome?","Serotonin syndrome is a potentially life-threatening adverse drug reaction caused by excess serotonergic activity most commonly resulting from combinations of serotonergic drugs. Clinical features form a triad of mental status changes including agitation and confusion, autonomic instability including tachycardia, hyperthermia, and diaphoresis, and neuromuscular abnormalities including clonus, hyperreflexia, and tremor. Management requires immediate discontinuation of all serotonergic agents, supportive care with intravenous fluids, temperature control, and benzodiazepines for agitation and muscle rigidity. Cyproheptadine, a serotonin antagonist, is used as a pharmacological adjunct for moderate to severe cases. Severe hyperthermia above 41 degrees Celsius requires active cooling and may necessitate sedation and neuromuscular paralysis to prevent multiorgan failure. The condition typically resolves within 24 hours of stopping causative agents.","medication_knowledge"
"What are the pharmacological options for insomnia disorder?","Pharmacological options for insomnia disorder should be considered after adequate trialing of cognitive behavioral therapy for insomnia which is the first-line treatment. Short-term options with established efficacy include short to intermediate acting benzodiazepines such as temazepam and non-benzodiazepine GABA-A receptor modulators called Z-drugs including zolpidem, zopiclone, and zaleplon, all carrying dependence risk and cognitive impairment. Melatonin is licensed for short-term insomnia in adults over fifty-five years with a favorable safety profile. Low-dose doxepin is licensed for sleep maintenance insomnia. Suvorexant and lemborexant, orexin receptor antagonists, are effective for both sleep onset and maintenance insomnia without significant dependence risk. Low-dose quetiapine and mirtazapine are widely used off-label for insomnia particularly when comorbid depression or anxiety is present.","medication_knowledge"
"What are the pharmacological treatments for attention deficit hyperactivity disorder?","First-line pharmacological treatment for ADHD includes stimulants: methylphenidate and amphetamine-based formulations. Methylphenidate blocks dopamine and noradrenaline reuptake, increasing synaptic concentrations in prefrontal cortical circuits regulating attention and impulse control. Immediate and extended-release formulations are available. Amphetamine-based medications including mixed amphetamine salts also promote active release of dopamine and noradrenaline. Both are effective for inattention, hyperactivity, and impulsivity. Atomoxetine, a selective noradrenaline reuptake inhibitor, is a non-stimulant alternative with no abuse potential, licensed for children, adolescents, and adults. It requires four to eight weeks for full effect. Guanfacine and clonidine are alpha-2 agonists used for hyperactivity and impulsivity particularly when stimulants are poorly tolerated or in patients with comorbid tic disorders.","medication_knowledge"
"What are the side effects and cardiovascular risks of stimulant medications for ADHD?","Stimulant medications for ADHD including methylphenidate and amphetamines can cause appetite suppression and weight loss particularly pronounced in children, sleep onset insomnia when taken late in the day, headache, nausea, abdominal pain, irritability, and emotional lability. Cardiovascular effects include modest increases in heart rate and blood pressure which are usually clinically insignificant in healthy patients. Serious cardiovascular events are very rare but stimulants are contraindicated in patients with structural cardiac defects, severe hypertension, or certain arrhythmias. Baseline cardiovascular assessment including blood pressure, heart rate, and personal and family cardiac history is required before initiation. Growth should be monitored in children as stimulants can reduce growth velocity though adult height is not significantly affected. Stimulants have abuse potential and require careful prescribing in patients with substance use disorders.","medication_knowledge"
"What are the pharmacological options for borderline personality disorder?","Borderline personality disorder does not have a specific licensed pharmacological treatment and medications are used to target specific symptom domains rather than the disorder as a whole. SSRIs may reduce impulsive aggression and affective instability though evidence is modest. Mood stabilizers including lamotrigine and valproate have evidence for reducing impulsivity, affective instability, and anger. Second-generation antipsychotics including quetiapine and olanzapine at low doses may reduce anxiety, affective instability, quasi-psychotic symptoms, and suicidal ideation in short-term trials. Omega-3 fatty acids have some evidence for reducing aggression. Opioid antagonists including naltrexone may reduce dissociation and self-harm urges. Psychotherapy, particularly dialectical behavior therapy, is the primary evidence-based treatment and medication should be used as adjunctive treatment to psychotherapy rather than as the main intervention.","medication_knowledge"
"What is the management of lithium toxicity?","Management of lithium toxicity requires immediate clinical assessment and measurement of serum lithium level. Mild toxicity with levels of 1.5 to 2.0 mEq per liter and mild symptoms may be managed with lithium dose reduction or temporary discontinuation, generous oral fluid intake to promote renal lithium excretion, and close monitoring. Moderate toxicity with levels of 2.0 to 2.5 mEq per liter or significant symptoms requires hospital admission, lithium discontinuation, aggressive intravenous normal saline hydration, and cardiac monitoring. Severe toxicity with levels above 2.5 mEq per liter or severe neurological or cardiac compromise requires consideration of hemodialysis, which is the most effective method of rapidly reducing lithium levels. Post-dialysis lithium rebound from intracellular redistribution may require repeat dialysis. Long-term follow-up for cognitive sequelae is required after severe toxicity.","medication_knowledge"
"What is the pharmacological management of eating disorders?","Pharmacological management of eating disorders is adjunctive to psychological therapy which is the primary treatment. In anorexia nervosa no medication has demonstrated efficacy for weight restoration and pharmacotherapy targets comorbid conditions including depression and anxiety, recognizing that these symptoms may be partly attributable to malnutrition and may not respond until nutritional rehabilitation is achieved. Olanzapine at low doses may reduce weight-related anxiety in anorexia nervosa. In bulimia nervosa, high-dose fluoxetine at 60 mg daily is the only licensed pharmacological treatment, reducing binge-purge frequency. CBT is superior to medication alone but combination may be more effective than either alone. In binge eating disorder, lisdexamfetamine is licensed and is the most effective pharmacological treatment. SSRIs have modest evidence for reducing binge frequency in binge eating disorder.","medication_knowledge"
"What is the pharmacological management of OCD?","First-line pharmacological treatment for OCD consists of SSRIs, with fluoxetine, fluvoxamine, paroxetine, sertraline, and escitalopram all having established efficacy. Higher doses than typically used for depression are often required. Clomipramine, a tricyclic antidepressant with serotonin reuptake inhibition, has demonstrated efficacy but is reserved as second-line due to its less favorable tolerability profile including anticholinergic effects and cardiac arrhythmia risk. Adequate SSRI trials require twelve to sixteen weeks at the maximum tolerated dose before concluding non-response. For treatment-resistant OCD, antipsychotic augmentation with low-dose risperidone, haloperidol, or aripiprazole has the strongest evidence. CBT incorporating exposure and response prevention is the most effective psychological treatment and combined pharmacotherapy and ERP is superior to either alone for moderate to severe OCD.","medication_knowledge"
"What is the management of antipsychotic-induced weight gain and metabolic syndrome?","Antipsychotic-induced weight gain and metabolic syndrome are significant drivers of the reduced life expectancy in people with severe mental illness. Management begins with selecting antipsychotics with lower metabolic risk at the outset, with amisulpride, aripiprazole, and ziprasidone associated with less weight gain than olanzapine and clozapine. Once established, switching to a lower metabolic risk antipsychotic where clinically feasible reduces weight and improves metabolic parameters. Lifestyle interventions including dietary counseling, physical activity promotion, and behavioral weight management programs are effective and should be offered routinely. Metformin has evidence for reducing antipsychotic-induced weight gain in non-diabetic patients. Monitoring of weight, waist circumference, blood pressure, fasting glucose, and lipids is required at baseline and regularly throughout treatment per physical health monitoring guidelines.","medication_knowledge"
