question,ground_truth,namespace
Symptoms of urticaria?,"Urticaria presents with transient, itchy wheals (hives) with central pallor and surrounding erythema that change location within hours",diagnosis_knowledge
What causes alopecia areata?,"Alopecia areata is an autoimmune disorder where cytotoxic T-cells attack hair follicles leading to non-scarring hair loss",diagnosis_knowledge
Symptoms of alopecia areata?,"Alopecia areata presents as sudden, patchy, well-demarcated, non-scarring hair loss on scalp or beard areas",diagnosis_knowledge
What causes herpes zoster?,"Herpes zoster is caused by reactivation of latent varicella-zoster virus in dorsal root ganglia after primary infection",diagnosis_knowledge
Symptoms of herpes zoster?,"Herpes zoster presents with painful unilateral dermatomal vesicular rash preceded by burning pain and tingling",diagnosis_knowledge
What causes impetigo?,"Impetigo is a superficial bacterial skin infection caused by Staphylococcus aureus or Streptococcus pyogenes",diagnosis_knowledge
Symptoms of impetigo?,"Impetigo presents with honey-colored crusted lesions, superficial pustules, and erosions commonly in children",diagnosis_knowledge
What causes cellulitis?,"Cellulitis is caused by bacterial infection of dermis and subcutaneous tissue, usually Streptococcus or Staphylococcus species",diagnosis_knowledge
Symptoms of cellulitis?,"Cellulitis presents with diffuse erythema, warmth, swelling, tenderness, and systemic symptoms such as fever",diagnosis_knowledge
What causes lupus erythematosus?,"Cutaneous lupus erythematosus is an autoimmune immune-complex mediated disorder triggered by genetic and environmental factors including UV light",diagnosis_knowledge
Symptoms of cutaneous lupus?,"Cutaneous lupus presents with photosensitive rashes, discoid lesions, and scarring on sun-exposed skin",diagnosis_knowledge
What causes warts?,"Warts are caused by infection with human papillomavirus (HPV) leading to epithelial proliferation",diagnosis_knowledge
Symptoms of warts?,"Warts present as rough, hyperkeratotic papules or nodules on hands, feet, and other skin areas",diagnosis_knowledge
What causes pityriasis rosea?,"Pityriasis rosea is associated with viral infections, especially human herpesvirus 6 or 7 reactivation",diagnosis_knowledge
Symptoms of pityriasis rosea?,"Pityriasis rosea presents with herald patch followed by generalized oval scaly rash in Christmas tree distribution",diagnosis_knowledge
What causes molluscum contagiosum?,"Molluscum contagiosum is caused by poxvirus infection of epidermis leading to benign proliferative lesions",diagnosis_knowledge
Symptoms of molluscum?,"Molluscum contagiosum presents as small, firm, umbilicated, flesh-colored papules",diagnosis_knowledge
What causes hidradenitis suppurativa?,"Hidradenitis suppurativa is a chronic inflammatory disease caused by follicular occlusion, immune dysregulation, and secondary bacterial colonization",diagnosis_knowledge
Symptoms of hidradenitis?,"Hidradenitis suppurativa presents with painful nodules, abscesses, sinus tracts, and scarring in intertriginous areas",diagnosis_knowledge
What causes lichen planus?,"Lichen planus is a T-cell mediated autoimmune disorder targeting basal keratinocytes leading to inflammatory skin and mucosal lesions",diagnosis_knowledge
Symptoms of lichen planus?,"Lichen planus presents with pruritic, purple, polygonal, flat-topped papules often on wrists and oral mucosa",diagnosis_knowledge
What causes erythema multiforme?,"Erythema multiforme is triggered by infections such as HSV or drug hypersensitivity reactions causing immune-mediated skin injury",diagnosis_knowledge
Symptoms of erythema multiforme?,"Erythema multiforme presents with target or bull's-eye lesions on extremities with possible mucosal involvement",diagnosis_knowledge
What causes pemphigus vulgaris?,"Pemphigus vulgaris is an autoimmune blistering disorder caused by IgG autoantibodies against desmoglein proteins in desmosomes",diagnosis_knowledge
Symptoms of pemphigus vulgaris?,"Pemphigus vulgaris presents with flaccid bullae, painful erosions, and mucosal involvement",diagnosis_knowledge
What is the mechanism of action of topical corticosteroids?,"Topical corticosteroids act by binding intracellular glucocorticoid receptors, leading to reduced synthesis of inflammatory mediators, vasoconstriction, suppression of leukocyte migration, and decreased epidermal cell proliferation",medication_knowledge
What are topical corticosteroids used for in dermatology?,"Topical corticosteroids are used to treat inflammatory dermatoses such as eczema, psoriasis, contact dermatitis, and seborrheic dermatitis by reducing redness, swelling, and itching",medication_knowledge
What is the mechanism of action of methotrexate in dermatology?,"Methotrexate inhibits dihydrofolate reductase, reducing DNA synthesis in rapidly dividing cells, which decreases keratinocyte proliferation and exerts anti-inflammatory and immunosuppressive effects",medication_knowledge
What is methotrexate used for in dermatology?,"Methotrexate is used as a systemic treatment for moderate to severe psoriasis, psoriatic arthritis, and certain autoimmune blistering and connective tissue skin diseases",medication_knowledge
What is the mechanism of action of tretinoin?,"Tretinoin, a retinoic acid derivative, binds retinoic acid receptors to normalize follicular keratinization, reduce comedone formation, and promote epidermal cell turnover",medication_knowledge
What is tretinoin used for?,"Tretinoin is used topically for the treatment of acne vulgaris and for improving photoaging-related skin changes",medication_knowledge
What is the mechanism of action of benzoyl peroxide?,"Benzoyl peroxide releases free oxygen radicals that oxidize bacterial proteins, providing antibacterial activity against Cutibacterium acnes, and also has mild comedolytic and anti-inflammatory effects",medication_knowledge
What is benzoyl peroxide used for?,"Benzoyl peroxide is used as a first-line topical treatment for mild to moderate acne, often in combination with other agents to reduce bacterial resistance",medication_knowledge
What is the mechanism of action of topical clindamycin?,"Topical clindamycin inhibits bacterial protein synthesis by binding the 50S ribosomal subunit, reducing Cutibacterium acnes populations and associated inflammation",medication_knowledge
What is clindamycin used for in dermatology?,"Topical clindamycin is commonly used in combination therapy for inflammatory acne vulgaris to reduce bacterial colonization and inflammatory lesions",medication_knowledge
What is the mechanism of action of isotretinoin?,"Isotretinoin is an oral retinoid that reduces sebaceous gland size and sebum production, normalizes follicular keratinization, and has anti-inflammatory and immunomodulatory effects",medication_knowledge
What is isotretinoin used for?,"Isotretinoin is used for severe, nodulocystic, or treatment-resistant acne vulgaris and requires monitoring due to teratogenicity and lipid abnormalities",medication_knowledge
What is the mechanism of action of adapalene?,"Adapalene is a third-generation retinoid that binds specific retinoic acid receptors to normalize keratinocyte differentiation and reduce comedone formation with anti-inflammatory activity",medication_knowledge
What is adapalene used for?,"Adapalene is used topically for the treatment of comedonal and inflammatory acne vulgaris",medication_knowledge
What is the mechanism of action of tacrolimus ointment?,"Tacrolimus inhibits calcineurin, blocking T-cell activation and cytokine production, thereby reducing inflammation without causing skin atrophy",medication_knowledge
What is tacrolimus used for in dermatology?,"Topical tacrolimus is used as a steroid-sparing treatment for atopic dermatitis, particularly on sensitive areas such as the face and skin folds",medication_knowledge
What is the mechanism of action of pimecrolimus?,"Pimecrolimus inhibits calcineurin in T-lymphocytes and mast cells, preventing release of inflammatory cytokines and reducing eczematous inflammation",medication_knowledge
What is pimecrolimus used for?,"Pimecrolimus cream is used for mild to moderate atopic dermatitis, especially in sensitive skin areas, as a non-steroidal alternative",medication_knowledge
What is the mechanism of action of doxycycline in dermatology?,"Doxycycline inhibits bacterial protein synthesis via the 30S ribosomal subunit and also has anti-inflammatory effects by inhibiting matrix metalloproteinases and neutrophil activity",medication_knowledge
What is doxycycline used for in dermatology?,"Doxycycline is used for moderate to severe inflammatory acne, rosacea, and certain bullous and granulomatous skin disorders due to its antibacterial and anti-inflammatory properties",medication_knowledge
What is the mechanism of action of terbinafine?,"Terbinafine inhibits fungal squalene epoxidase, blocking ergosterol synthesis and leading to accumulation of toxic squalene within fungal cells, causing fungicidal activity",medication_knowledge
What is terbinafine used for?,"Terbinafine is used to treat dermatophyte infections such as tinea corporis, tinea pedis, and onychomycosis",medication_knowledge
What is the mechanism of action of fluconazole?,"Fluconazole inhibits fungal cytochrome P450-dependent enzyme lanosterol 14-alpha-demethylase, disrupting ergosterol synthesis and fungal cell membrane integrity",medication_knowledge
What is fluconazole used for in dermatology?,"Fluconazole is used to treat cutaneous and mucocutaneous fungal infections including candidiasis and certain dermatophyte infections",medication_knowledge
What is the mechanism of action of permethrin?,"Permethrin disrupts sodium channel function in arthropod nerve cell membranes, causing paralysis and death of mites and lice",medication_knowledge
What is permethrin used for?,"Permethrin cream is the first-line topical treatment for scabies and is also used for pediculosis",medication_knowledge
What is the mechanism of action of acyclovir?,"Acyclovir is phosphorylated by viral thymidine kinase and incorporated into viral DNA, inhibiting viral DNA polymerase and halting viral replication",medication_knowledge
What is acyclovir used for in dermatology?,"Acyclovir is used to treat herpes simplex virus infections and herpes zoster by reducing viral replication and shortening lesion duration",medication_knowledge
What is the mechanism of action of azathioprine in dermatology?,"Azathioprine is metabolized to 6-mercaptopurine, which inhibits purine synthesis and suppresses proliferation of T- and B-lymphocytes, reducing immune-mediated inflammation",medication_knowledge
What is azathioprine used for?,"Azathioprine is used as a steroid-sparing immunosuppressive agent for severe atopic dermatitis, autoimmune bullous diseases, and other inflammatory skin conditions",medication_knowledge
What is the mechanism of action of cyclosporine in dermatology?,"Cyclosporine inhibits calcineurin, blocking T-lymphocyte activation and cytokine production such as IL-2, leading to rapid immunosuppression",medication_knowledge
What is cyclosporine used for?,"Cyclosporine is used for short-term treatment of severe psoriasis and atopic dermatitis due to its rapid but potentially nephrotoxic immunosuppressive effect",medication_knowledge
What is the mechanism of action of dapsone in dermatology?,"Dapsone inhibits neutrophil myeloperoxidase and chemotaxis, reducing inflammation mediated by neutrophils in the skin",medication_knowledge
What is dapsone used for?,"Dapsone is used to treat dermatitis herpetiformis, certain neutrophilic dermatoses, and as adjunct therapy in inflammatory acne",medication_knowledge
What is the mechanism of action of hydroxychloroquine in dermatology?,"Hydroxychloroquine accumulates in lysosomes, interferes with antigen processing and toll-like receptor signaling, reducing autoimmune inflammatory activity",medication_knowledge
What is hydroxychloroquine used for in dermatology?,"Hydroxychloroquine is used as a first-line systemic treatment for cutaneous lupus erythematosus and certain photosensitive dermatoses",medication_knowledge
What is the mechanism of action of TNF-alpha inhibitor biologics in psoriasis?,"TNF-alpha inhibitors bind and neutralize tumor necrosis factor-alpha, blocking downstream inflammatory signaling cascades responsible for keratinocyte hyperproliferation in psoriasis",medication_knowledge
What are TNF-alpha inhibitors used for in dermatology?,"TNF-alpha inhibitor biologics are used for moderate to severe plaque psoriasis and psoriatic arthritis that have not responded to conventional systemic therapy",medication_knowledge
What is the mechanism of action of minoxidil?,"Minoxidil acts as a potassium channel opener that increases blood flow to hair follicles and prolongs the anagen growth phase of hair",medication_knowledge
What is minoxidil used for?,"Topical minoxidil is used to treat androgenetic alopecia in both men and women to promote hair regrowth",medication_knowledge
What is the mechanism of action of finasteride?,"Finasteride inhibits type II 5-alpha-reductase, reducing conversion of testosterone to dihydrotestosterone, which slows hair follicle miniaturization",medication_knowledge
What is finasteride used for in dermatology?,"Finasteride is used orally to treat male pattern hair loss by reducing dihydrotestosterone levels affecting hair follicles",medication_knowledge
What is the mechanism of action of imiquimod?,"Imiquimod is a toll-like receptor 7 agonist that stimulates local immune response, increasing production of interferon-alpha and other cytokines to promote lesion clearance",medication_knowledge
What is imiquimod used for?,"Imiquimod cream is used to treat genital warts, actinic keratosis, and superficial basal cell carcinoma by stimulating local immune-mediated lesion regression",medication_knowledge
What is the mechanism of action of topical 5-fluorouracil?,"5-Fluorouracil inhibits thymidylate synthase, blocking DNA synthesis in rapidly proliferating dysplastic keratinocytes leading to selective cell death",medication_knowledge
What is 5-fluorouracil used for in dermatology?,"Topical 5-fluorouracil is used to treat actinic keratosis and superficial skin cancers by destroying abnormal proliferating skin cells",medication_knowledge
What is the mechanism of action of salicylic acid in dermatology?,"Salicylic acid is a keratolytic agent that dissolves intercellular cement between keratinocytes, promoting desquamation and reducing follicular plugging",medication_knowledge
What is salicylic acid used for?,"Salicylic acid is used topically for acne, warts, and scaling conditions such as psoriasis to exfoliate and reduce hyperkeratosis",medication_knowledge
What is the mechanism of action of calcipotriol?,"Calcipotriol is a vitamin D analogue that binds vitamin D receptors to reduce keratinocyte proliferation and promote normal differentiation while modulating immune activity",medication_knowledge
What is calcipotriol used for?,"Calcipotriol is used topically, often combined with corticosteroids, for the treatment of plaque psoriasis",medication_knowledge
